SR_NUMBER,USER_ID,SR_TYPE,SR_TYPE_DESC,PRIORITY,GROUP_ID,GROUP_TITLE,GROUP_DESC,DEPT_CODE,DEPT_NAME,DEPT_DIVISION,ADDRESS,LOCATION,NEIGHBORHOOD,ZIPCODE,NEAREST_PARCEL_NO,METHOD_RECEIVED,DATE_CREATED,TIME_RECEIVED,DATE_CLOSED,SR_STATUS,SR_STATUS_FLAG,DATE_STATUS_CHANGE,TIME_STATUS_CHANGE,DATE_LAST_UPDATE,TIME_LAST_UPDATE,PLANNED_HOURS_TOSTART_RESPONSE,PLANNED_RESPONSE_TIME,PLANNED_END_DATE,PLANNED_COMPLETION_DAYS,DATE_DISPATCHED,TIME_DISPATCHED,DATE_REVISED_COMPLETION,DATE_REVISED_COMPLETION_REASON,COLLECTION_SPECIAL_DATE,COLLECTION_DAY,COLLECTION_ROUTE,COLLECTION_DIST,TRANSFER_ALLOW,TRANSFERED_NUM_TIMES,PROPTY_CITY_OWNED_YN,PROPTY_CITY_DEPT_OWNER,STREET_NO,STREET_DIRECTION,STREET_NAME,CITY_ID,STRUCTURE_ID,FLOOR_ID,UNIT_ID,MUNITWNSHP,REQUEST_RETURN_CALL,NUM_BULKY_ITEMS,BULKY_ITEM_1,BULKY_ITEM_2,BULKY_ITEM_3,BULKY_ITEM_4,BULKY_ITEM_5,NUM_TIRES,NUM_FREONS,NUM_SOFABEDS,NUM_POTHOLES,POLICE_DISTRICT,POLICE_RPT_AREA,TRASH_RECYCLE_CART_ID,SEGIDUSNG_XREF,LATITUDE,LONGITUDE,DATE_TIME_RECEIVED,COMMUNITY_COUNCIL_NEIGHBORHOOD,HAM_PAVE_POLYGON_ID
SR26020371,ACOTTERMAN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,7991 E KEMPER RD,E KEMPER RD & SOLZMAN RD - GJ2902351099,N/A,45249,60000120003,311 CALL,2026 Feb 17 12:00:00 AM,9:22 AM,2026 Feb 17 12:00:00 AM,CLOSED,CLOSED,2026 Feb 17 12:00:00 AM,9:50 AM,2026 Feb 17 12:00:00 AM,9:50 AM,72,2/20/2026,2026 Aug 16 12:00:00 AM,180,,,,,,,,,Y,0,,,"7,991",E,KEMPER RD,SYCM,,,,SYCAMORE TOWNSHIP,,0,,,,,,0,0,0,0,,0,,GJ2902351099,39.27899405,-84.34487237,2/17/2026,N/A,I-GJ29025110
SR26013878,MOBILE,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1529 REPUBLIC ST,"1529 REPUBLIC ST, CINC - GJ1469532191",OVER-THE-RHINE,45202,8100040024,INTERNET,2026 Feb 01 12:00:00 AM,4:39 PM,,DISPATCH,OPEN,2026 Feb 02 12:00:00 AM,10:05 AM,2026 Feb 02 12:00:00 AM,10:05 AM,72,2/4/2026,2026 Jul 31 12:00:00 AM,180,,,,,,MONDAY,MON25,3,Y,0,,,"1,529",,REPUBLIC ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1469532191,39.1124442,-84.51682087,2/1/2026,OTR,S-HAM21710
SR26007044,JWAGONER,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2313 VINE ST,VINE ST & POLK ST - GJ1487233475,MT. AUBURN,45219,9500040111,311 CALL,2026 Jan 19 12:00:00 AM,12:19 PM,2026 Jan 20 12:00:00 AM,DUPLICAT,CLOSED,2026 Jan 20 12:00:00 AM,10:09 AM,2026 Jan 20 12:00:00 AM,10:09 AM,48,1/21/2026,2026 Jan 22 12:00:00 AM,3,,,,,,,,,Y,0,,,"2,313",,VINE ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1487233475,39.12396088,-84.51437989,1/19/2026,MOUNT AUBURN,I-GJ14873347
SR26007041,JWAGONER,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2027 VINE ST,2027 VINE ST - GJ1460532972,OVER-THE-RHINE,45202,9500050207,311 CALL,2026 Jan 19 12:00:00 AM,12:17 PM,,DISPATCH,OPEN,2026 Jan 20 12:00:00 AM,10:10 AM,2026 Jan 20 12:00:00 AM,10:10 AM,48,1/21/2026,2026 Jan 22 12:00:00 AM,3,,,,,,MONDAY,,,Y,0,,,"2,027",,VINE ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1460532972,39.11950196,-84.51762967,1/19/2026,MOUNT AUBURN,S-HAM08564
SR26005492,KCLAY,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4503 EASTERN AV,4503 EASTERN AV - GJ2295632637,LINWOOD,45226,1600010138,311 CALL,2026 Jan 14 12:00:00 AM,9:53 AM,,DISPATCH,OPEN,2026 Jan 15 12:00:00 AM,10:51 AM,2026 Jan 15 12:00:00 AM,10:51 AM,72,1/17/2026,2026 Jul 13 12:00:00 AM,180,,,,,,WEDNESDAY,WED08,2,Y,0,,,"4,503",,EASTERN AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2295632637,39.11438973,-84.42122546,1/14/2026,LINWOOD,S-HAM09096
SR26002872,ACOTTERMAN,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,438 DELTA AV,WIDMAN PL & EMPRESS AV - GJ2148233049,COLUMBIA TUSCULUM,45226,2600010098,311 CALL,2026 Jan 08 12:00:00 AM,7:57 AM,2026 Jan 08 12:00:00 AM,CLOSED,CLOSED,2026 Jan 08 12:00:00 AM,2:26 PM,2026 Jan 08 12:00:00 AM,2:26 PM,48,1/10/2026,2026 Jan 11 12:00:00 AM,3,,,,,,,,,Y,0,,,438,,DELTA AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2148233049,39.11847208,-84.43813219,1/8/2026,COLUMBIA TUSCULUM,I-GJ21473304
SR26000956,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3064 HARRISON AV,"3064 HARRISON AV, CINC -",WESTWOOD,45211,21000750133,INTERNET,2026 Jan 04 12:00:00 AM,11:35 AM,,SECURE,OPEN,2026 Jan 09 12:00:00 AM,1:35 PM,2026 Jan 09 12:00:00 AM,1:35 PM,0,1/9/2026,2026 Jul 08 12:00:00 AM,185,,,,,,THURSDAY,,,Y,1,,,"3,064",,HARRISON AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,,39.15003604,-84.59944677,1/4/2026,WESTWOOD,S-HAM15375
SR25149729,CCSRWEB,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,925 LENOX PL,"925 LENOX PL, CINC - GJ1761336849",NORTH AVONDALE - PADDOCK HILLS,45229,11000010065,INTERNET,2025 Dec 20 12:00:00 AM,12:39 PM,2026 Jan 09 12:00:00 AM,CLOSED,CLOSED,2026 Jan 09 12:00:00 AM,7:31 AM,2026 Jan 09 12:00:00 AM,7:31 AM,72,12/23/2025,2026 Jun 18 12:00:00 AM,180,,,,,,TUESDAY,TUE09,1,Y,0,,,925,,LENOX PL,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,99,,GJ1761336849,39.15365875,-84.4816055,12/20/2025,NORTH AVONDALE,I-GJ17633685
SR26001550,TJENKINS,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3465 BOUDINOT AV,3465 BOUDINOT AV - GJ0707636251,WESTWOOD,45211,21100710110,311 CALL,2026 Jan 05 12:00:00 AM,3:50 PM,2026 Jan 06 12:00:00 AM,CLOSED,CLOSED,2026 Jan 06 12:00:00 AM,10:46 AM,2026 Jan 06 12:00:00 AM,10:46 AM,48,1/7/2026,2026 Jan 08 12:00:00 AM,3,,,,,,THURSDAY,THU04,2,Y,0,,,"3,465",,BOUDINOT AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ0707636251,39.15084163,-84.60364,1/5/2026,WESTWOOD,S-HAM15461
SR26001626,JWAGONER,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3364 MEYER PL,3364 MEYER PL - GJ0818435997,WESTWOOD,45211,20900030118,311 CALL,2026 Jan 05 12:00:00 AM,5:19 PM,2026 Jan 06 12:00:00 AM,CLOSED,CLOSED,2026 Jan 06 12:00:00 AM,10:45 AM,2026 Jan 06 12:00:00 AM,10:45 AM,48,1/7/2026,2026 Jan 08 12:00:00 AM,3,,,,,,THURSDAY,THU12,2,Y,0,,,"3,364",,MEYER PL,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ0818435997,39.14828989,-84.59090494,1/5/2026,WESTWOOD,
SR25152335,KMCDOWELL,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2101 GRANDIN RD,TORRENCE PKWY & MADISON RD - GJ1947934527,HYDE PARK,45208,4800010106,311 CALL,2025 Dec 29 12:00:00 AM,12:06 PM,2025 Dec 31 12:00:00 AM,CLOSED,CLOSED,2025 Dec 31 12:00:00 AM,11:22 AM,2025 Dec 31 12:00:00 AM,11:22 AM,72,1/1/2026,2026 Jun 27 12:00:00 AM,180,,,,,,,,,Y,0,,,"2,101",,GRANDIN RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ1947934527,39.13228099,-84.46079809,12/29/2025,HYDE PARK,I-GJ19483454
SR25153343,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1112 CARNEY ST,"1112 CARNEY ST, CINC - GJ1657431744",MT. ADAMS,45202,7200020087,INTERNET,2025 Dec 31 12:00:00 AM,12:17 PM,,DISPATCH,OPEN,2025 Dec 31 12:00:00 AM,12:59 PM,2025 Dec 31 12:00:00 AM,12:59 PM,72,1/3/2026,2026 Jun 29 12:00:00 AM,180,,,,,,MONDAY,MON27,2,Y,0,,,"1,112",,CARNEY ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,6,119,,GJ1657431744,39.10796739,-84.49526062,12/31/2025,MOUNT ADAMS,S-HAM08608
SR25152239,KMCDOWELL,ADACONSN,"CONSTRUCTION, SIGNAGE",HAZARDOUS,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,402 W 5TH ST,W 5TH ST & CENTRAL AV - GJ1451030830,DOWNTOWN,45203,14500030271,311 CALL,2025 Dec 29 12:00:00 AM,10:40 AM,2025 Dec 29 12:00:00 AM,CLOSED,CLOSED,2025 Dec 29 12:00:00 AM,12:08 PM,2025 Dec 29 12:00:00 AM,12:08 PM,72,1/1/2026,2026 Jun 27 12:00:00 AM,180,,,,,,,,,Y,0,,,402,W,5TH ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1451030830,39.1002412,-84.51939997,12/29/2025,DOWNTOWN,I-GJ14503082
SR25150223,MOBILE,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,510 MILTON ST,"510 MILTON ST, CINC - GJ1560532319",MT. AUBURN,45202,8600010059,INTERNET,2025 Dec 22 12:00:00 AM,12:16 PM,2025 Dec 22 12:00:00 AM,CLOSED,CLOSED,2025 Dec 22 12:00:00 AM,2:51 PM,2025 Dec 22 12:00:00 AM,2:51 PM,72,12/25/2025,2026 Jun 20 12:00:00 AM,180,,,,,,MONDAY,MON23,2,Y,0,,,510,,MILTON ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,GJ1560532319,39.11320913,-84.50629526,12/22/2025,MOUNT AUBURN,
SR25150381,KCLAY,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1298 HERSCHEL AV,AULT WOODS LN & HERSCHEL AV - GJ2289034753,MT. LOOKOUT,45208,4300050001,311 CALL,2025 Dec 22 12:00:00 AM,3:48 PM,2025 Dec 23 12:00:00 AM,CLOSED,CLOSED,2025 Dec 23 12:00:00 AM,10:38 AM,2025 Dec 23 12:00:00 AM,10:38 AM,72,12/25/2025,2026 Jun 20 12:00:00 AM,180,,,,,,,,,Y,0,,,"1,298",,HERSCHEL AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2289034753,39.13345588,-84.42130211,12/22/2025,MOUNT LOOKOUT,I-GJ22893475
SR25148069,JWAGONER,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1340 HERSCHEL AV,1340 HERSCHEL AV - GJ2291434831,MT. LOOKOUT,45208,4300050008,311 CALL,2025 Dec 17 12:00:00 AM,11:50 AM,2025 Dec 23 12:00:00 AM,CLOSED,CLOSED,2025 Dec 23 12:00:00 AM,10:34 AM,2025 Dec 23 12:00:00 AM,10:34 AM,48,12/19/2025,2025 Dec 20 12:00:00 AM,3,,,,,,WEDNESDAY,WED19,3,Y,0,,,"1,340",,HERSCHEL AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2291434831,39.13414483,-84.42099299,12/17/2025,MOUNT LOOKOUT,S-HAM09355
SR25149122,KMCDOWELL,ADACONSN,"CONSTRUCTION, SIGNAGE",PRIORITY,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2260 RIVERSIDE DR,RIVERSIDE DR & COLLINS AV - GJ1876233532,EAST END,45202,3200060199,311 CALL,2025 Dec 19 12:00:00 AM,7:06 AM,2025 Dec 19 12:00:00 AM,CLOSED,CLOSED,2025 Dec 19 12:00:00 AM,1:44 PM,2025 Dec 19 12:00:00 AM,1:44 PM,72,12/22/2025,2026 Jun 17 12:00:00 AM,180,,,,,,,,,Y,0,,,"2,260",,RIVERSIDE DR,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ1876233532,39.12350902,-84.46939955,12/19/2025,EAST END,I-GJ18763353
SR25149557,CCSRWEB,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,4901 PLAINVILLE RD,"4901 PLAINVILLE RD, CINC - GJ2626137537",MADISONVILLE,45227,3700030422,INTERNET,2025 Dec 19 12:00:00 AM,4:06 PM,,SECURE,OPEN,2025 Dec 19 12:00:00 AM,4:06 PM,2025 Dec 19 12:00:00 AM,4:06 PM,72,12/22/2025,2026 Jun 17 12:00:00 AM,180,,,,,,,,,Y,0,,,"4,901",,PLAINVILLE RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2626137537,39.15785182,-84.38122047,12/19/2025,MADISONVILLE,I-GJ26283756
SR25147522,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1112 CARNEY ST,"1112 CARNEY ST, CINC - GJ1657431744",MT. ADAMS,45202,7200020087,INTERNET,2025 Dec 16 12:00:00 AM,9:41 AM,,SECURE,OPEN,2025 Dec 16 12:00:00 AM,9:41 AM,2025 Dec 16 12:00:00 AM,9:41 AM,72,12/19/2025,2026 Jun 14 12:00:00 AM,180,,,,,,MONDAY,MON27,2,Y,0,,,"1,112",,CARNEY ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,6,119,,GJ1657431744,39.10793286,-84.49519267,12/16/2025,MOUNT ADAMS,S-HAM08608
SR25063611,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3568 HARVEY AV,"3568 HARVEY AV, CINC -",AVONDALE,45229,11300020040,INTERNET,2025 May 19 12:00:00 AM,8:27 PM,2025 May 29 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,3:52 PM,2025 Dec 10 12:00:00 AM,3:52 PM,72,5/22/2025,2025 Nov 15 12:00:00 AM,180,,,,,,TUESDAY,,,Y,0,,,"3,568",,HARVEY AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,99,,,39.14774676,-84.49724316,5/19/2025,AVONDALE,S-HAM05713
SR25129400,CCSRWEB,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2911 ALMS PL,"2911 ALMS PL, CINC - GJ1746034367",WALNUT HILLS,45206,6600020141,INTERNET,2025 Oct 25 12:00:00 AM,1:04 PM,2025 Nov 06 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,4:12 PM,2025 Dec 10 12:00:00 AM,4:12 PM,72,10/28/2025,2026 Apr 23 12:00:00 AM,180,,,,,,WEDNESDAY,WED04,3,Y,0,,,"2,911",,ALMS PL,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ1746034367,39.13135311,-84.48417863,10/25/2025,WALNUT HILLS,S-HAM38435
SR25020670,KBEHANAN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1145 FENMORE DR,1145 FENMORE DR - GJ1787339758,BOND HILL,45237,11700040185,311 CALL,2025 Feb 11 12:00:00 AM,5:05 PM,2025 Feb 26 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,3:46 PM,2025 Dec 10 12:00:00 AM,3:46 PM,72,2/14/2025,2025 Aug 10 12:00:00 AM,180,,,,,,TUESDAY,TUE13,1,Y,0,,,"1,145",,FENMORE DR,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,99,,GJ1787339758,39.17977726,-84.4776773,2/11/2025,BOND HILL,
SR25105967,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2416 CENTRAL PKWY,"2416 CENTRAL PKWY, CINC -",CUF,45214,9800050088,INTERNET,2025 Aug 22 12:00:00 AM,3:33 PM,2025 Aug 28 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,4:02 PM,2025 Dec 10 12:00:00 AM,4:02 PM,72,8/25/2025,2026 Feb 18 12:00:00 AM,180,,,,,,MONDAY,,,Y,0,,,"2,416",,CENTRAL PKWY,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,1,2,,,39.12632684,-84.53317733,8/22/2025,CUF,
SR25128145,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,2512 HIGHLAND AV,"2512 HIGHLAND AV, CINC - GJ1583733872",CORRYVILLE,45219,9200010024,INTERNET,2025 Oct 21 12:00:00 AM,9:12 PM,2025 Oct 29 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,4:09 PM,2025 Dec 10 12:00:00 AM,4:09 PM,0,10/23/2025,2026 Apr 21 12:00:00 AM,182,,,,,,,,,Y,1,,,"2,512",,HIGHLAND AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,99,,GJ1583733872,39.12730926,-84.50309403,10/21/2025,MOUNT AUBURN,
SR25143804,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3502 CHEVIOT AV,"3502 CHEVIOT AV, CINC - GJ0686136466",WESTWOOD,45211,21100720093,INTERNET,2025 Dec 06 12:00:00 AM,4:08 PM,2025 Dec 11 12:00:00 AM,CLOSED,CLOSED,2025 Dec 11 12:00:00 AM,10:55 AM,2025 Dec 11 12:00:00 AM,10:55 AM,0,12/8/2025,2026 Jun 06 12:00:00 AM,182,,,,,,THURSDAY,THU07,2,N,1,,,"3,502",,CHEVIOT AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ0686136466,39.15284971,-84.60603518,12/6/2025,WESTWOOD,
SR25082215,JWAGONER,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5416 WHETSEL AV,5416 WHETSEL AV - GJ2529938395,MADISONVILLE,45227,3400020009,311 CALL,2025 Jul 02 12:00:00 AM,8:53 AM,2025 Jul 15 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,12:34 PM,2025 Dec 10 12:00:00 AM,12:34 PM,48,7/4/2025,2025 Jul 05 12:00:00 AM,3,,,,,,WEDNESDAY,WED28,1,Y,0,,,"5,416",,WHETSEL AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ2529938395,39.16561456,-84.39224793,7/2/2025,MADISONVILLE,S-HAM22072
SR25064533,MOBILE,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,5168 PADDOCK RD,"5168 PADDOCK RD, CINC - GJ1802640130",BOND HILL,45237,11700030002,INTERNET,2025 May 21 12:00:00 AM,4:32 PM,2025 May 28 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,3:54 PM,2025 Dec 10 12:00:00 AM,3:54 PM,72,5/24/2025,2025 Nov 17 12:00:00 AM,180,,,,,,TUESDAY,,,Y,0,,,"5,168",,PADDOCK RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,4,99,,GJ1802640130,39.18298218,-84.47703353,5/21/2025,BOND HILL,I-GJ17904011
SR25138850,ZGALLION,ADACALTP,"CONSTRUCTION, ALTERNATE PATH",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,3712 TAPPAN AV,3712 TAPPAN AV - GJ1126936830,SOUTH CUMMINSVILLE,45223,19200650052,311 CALL,2025 Nov 22 12:00:00 AM,12:58 PM,2025 Nov 27 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,1:49 PM,2025 Dec 10 12:00:00 AM,1:49 PM,72,11/25/2025,2026 May 21 12:00:00 AM,180,,,,,,THURSDAY,THU13,3,Y,0,,,"3,712",,TAPPAN AV,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1126936830,39.15504566,-84.55497473,11/22/2025,SOUTH CUMMINSVILLE,S-HAM38591
SR25062084,KBEHANAN,ADACONSN,"CONSTRUCTION, SIGNAGE",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1841 WILLIAM H TAFT RD,1841 WILLIAM H TAFT RD - GJ1878133861,EAST WALNUT HILLS,45206,6400010093,311 CALL,2025 May 15 12:00:00 AM,3:49 PM,2025 May 22 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,3:51 PM,2025 Dec 10 12:00:00 AM,3:51 PM,72,5/18/2025,2025 Nov 11 12:00:00 AM,180,,,,,,WEDNESDAY,WED01,3,Y,0,,,"1,841",,WILLIAM H TAFT RD,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,2,97,,GJ1878133861,39.12646398,-84.46908036,5/15/2025,EAST WALNUT HILLS,S-HAM05985
SR24086975,TMINTER,CNSTRCTN,"CONSTRUCTION, STATUS",STANDARD,131,DT-CNSTRCTNMNGMNT,DOTE-CONSTRUCTION MANAGEMENT,DOTE,DEPT OF TRANS AND ENG,DOTE-ENGINEERING,1826 ESMONDE ST,1826 ESMONDE ST - GJ1101733467,SOUTH FAIRMOUNT,45214,20500210059,311 CALL,2024 Aug 21 12:00:00 AM,3:20 PM,2024 Aug 27 12:00:00 AM,CLOSED,CLOSED,2025 Dec 10 12:00:00 AM,12:25 PM,2025 Dec 10 12:00:00 AM,12:25 PM,48,8/23/2024,2024 Aug 24 12:00:00 AM,3,,,,,,MONDAY,MON18,3,Y,0,,,"1,826",,ESMONDE ST,CINC,,,,CINCINNATI,,0,,,,,,0,0,0,0,3,98,,GJ1101733467,39.12482839,-84.55894331,8/21/2024,SOUTH FAIRMOUNT,S-HAM02199
